Date,Transaction ID,Product Name,Quantity Sold,Unit Price,Total Sale,Customer ID,Region
2024-03-10,65954,Gadget B,1,12.5,12.5,3153,East
2024-04-18,63113,Widget C,2,9.99,19.98,65320,West
2024-07-27,11071,Gadget B,20,12.5,250.0,4376,West
2024-04-08,21043,Widget A,12,5.99,71.88,25617,East
2024-04-18,26408,Widget C,15,9.99,149.85,7108,South
2024-04-26,23565,Gizmo D,18,19.99,359.82,66531,West
2024-02-16,3885,Gadget B,8,12.5,100.0,22197,South
2024-01-21,22455,Widget C,1,9.99,9.99,16869,West
2024-05-17,68837,Widget A,17,5.99,101.83,63219,South
2024-02-29,9550,Widget A,10,5.99,59.9,48225,North
2024-06-02,45604,Widget A,20,5.99,119.8,78712,East
2024-05-19,68676,Widget A,1,5.99,5.99,75194,West
2024-08-16,35857,Gadget B,1,12.5,12.5,5695,South
2024-01-04,52211,Gizmo D,20,19.99,399.8,92925,North
2024-04-15,13084,Gizmo D,16,19.99,319.84,50686,South
2024-04-19,27102,Gadget B,20,12.5,250.0,18094,East
2024-03-08,5094,Widget C,4,9.99,39.96,65031,South
2024-07-05,60364,Gizmo D,15,19.99,299.85,74904,South
2024-07-08,73229,Gadget B,7,12.5,87.5,75251,North
2024-09-22,17467,Widget A,14,5.99,83.86,68628,East
2024-07-16,56333,Widget C,8,9.99,79.92,20757,South
2024-06-08,96374,Widget A,10,5.99,59.9,75964,West
2024-08-07,68653,Widget C,7,9.99,69.93,37808,West
2024-08-29,41414,Widget A,4,5.99,23.96,24578,North
2024-06-22,42107,Gizmo D,6,19.99,119.94,38198,North
2024-03-19,58505,Gizmo D,10,19.99,199.9,74582,East
2024-06-21,71895,Widget C,6,9.99,59.94,67055,West
2024-09-26,78077,Widget C,9,9.99,89.91,34638,North
2024-03-29,81473,Widget A,4,5.99,23.96,33557,East
2024-05-06,18194,Gadget B,10,12.5,125.0,70295,South
2024-04-29,70106,Widget A,10,5.99,59.9,28582,West
2024-06-29,17103,Widget C,4,9.99,39.96,44204,East
2024-06-28,56242,Gizmo D,4,19.99,79.96,85869,East
2024-02-27,31971,Widget C,12,9.99,119.88,34797,South
2024-01-06,54613,Widget C,1,9.99,9.99,70791,South
2024-08-16,29361,Gadget B,2,12.5,25.0,96045,West
2024-05-27,93651,Gadget B,11,12.5,137.5,27732,East
2024-03-07,24855,Widget C,19,9.99,189.81,14603,South
2024-07-10,58051,Widget C,2,9.99,19.98,36828,West
2024-09-16,86686,Gadget B,10,12.5,125.0,41731,West
2024-08-02,92819,Widget A,5,5.99,29.95,66611,North
2024-03-18,33708,Widget A,18,5.99,107.82,13848,West
2024-04-21,42008,Gizmo D,8,19.99,159.92,99813,South
2024-07-11,37665,Gizmo D,8,19.99,159.92,18799,East
2024-08-30,65280,Widget A,19,5.99,113.81,91871,East
2024-05-23,95577,Widget C,19,9.99,189.81,38889,South
2024-02-26,98986,Gizmo D,2,19.99,39.98,85207,West
2024-04-07,42785,Widget C,15,9.99,149.85,54960,North
2024-04-21,84018,Widget A,11,5.99,65.89,18223,West
2024-06-11,36318,Gizmo D,11,19.99,219.89,37409,North
2024-03-10,23356,Gadget B,2,12.5,25.0,12701,West
2024-06-14,3595,Gadget B,2,12.5,25.0,94077,East
2024-06-05,18434,Widget A,19,5.99,113.81,47761,South
2024-05-22,1598,Widget C,3,9.99,29.97,55926,South
2024-04-04,5620,Widget A,14,5.99,83.86,5139,West
2024-09-21,59086,Gizmo D,16,19.99,319.84,56348,South
2024-09-05,30269,Widget A,3,5.99,17.97,26749,North
2024-01-09,6499,Widget A,5,5.99,29.95,86345,North
2024-04-19,707,Gizmo D,10,19.99,199.9,3800,South
2024-04-22,5165,Widget A,17,5.99,101.83,27181,North
2024-01-14,25828,Widget A,9,5.99,53.91,92089,West
2024-07-14,93403,Widget C,19,9.99,189.81,69797,North
2024-09-19,15302,Gizmo D,5,19.99,99.95,18393,East
2024-02-13,41363,Gizmo D,13,19.99,259.87,41935,West
2024-01-20,95522,Widget A,7,5.99,41.93,83076,South
2024-09-24,1536,Gizmo D,18,19.99,359.82,5929,South
2024-06-07,1391,Widget C,18,9.99,179.82,34339,West
2024-01-12,40082,Widget A,3,5.99,17.97,96449,North
2024-06-09,81062,Widget A,11,5.99,65.89,85220,East
2024-09-01,2977,Gadget B,12,12.5,150.0,17935,North
2024-05-19,89330,Gadget B,13,12.5,162.5,73026,East
2024-05-08,83739,Gadget B,12,12.5,150.0,59918,West
2024-02-03,3468,Gadget B,3,12.5,37.5,52287,South
2024-05-22,78631,Gizmo D,9,19.99,179.91,74076,East
2024-04-18,16514,Gadget B,8,12.5,100.0,91772,North
2024-03-09,39097,Widget C,15,9.99,149.85,58297,South
2024-05-29,34106,Widget C,10,9.99,99.9,12623,East
2024-02-18,62877,Gadget B,2,12.5,25.0,17912,North
2024-06-26,86509,Widget A,9,5.99,53.91,88974,South
2024-02-19,8960,Widget A,20,5.99,119.8,41798,East
2024-08-28,5745,Widget A,10,5.99,59.9,70482,East
2024-02-20,93526,Gizmo D,20,19.99,399.8,7411,West
2024-09-13,66525,Gizmo D,13,19.99,259.87,47952,West
2024-08-07,89317,Widget A,7,5.99,41.93,45314,West
2024-03-20,73011,Gizmo D,10,19.99,199.9,83517,West
2024-04-15,48626,Gizmo D,15,19.99,299.85,33998,East
2024-08-04,69657,Widget A,19,5.99,113.81,50181,East
2024-07-14,9862,Gizmo D,13,19.99,259.87,1048,South
2024-04-04,52855,Widget C,18,9.99,179.82,31943,South
2024-07-18,70640,Gadget B,17,12.5,212.5,26198,South
2024-06-06,89243,Widget A,8,5.99,47.92,4,East
2024-05-16,42015,Widget A,15,5.99,89.85,25965,North
2024-04-14,30127,Gadget B,16,12.5,200.0,59490,East
2024-04-23,16591,Widget C,13,9.99,129.87,46958,North
2024-03-20,75626,Widget A,2,5.99,11.98,43405,East
2024-09-18,5177,Widget A,16,5.99,95.84,67020,North
2024-04-06,33502,Widget A,18,5.99,107.82,87039,West
2024-08-19,11764,Widget C,8,9.99,79.92,9830,West
2024-09-20,4288,Widget A,2,5.99,11.98,33113,East
2024-01-15,50539,Widget C,15,9.99,149.85,98595,North
2024-02-06,90967,Gizmo D,18,19.99,359.82,37357,East
2024-01-20,58638,Widget A,15,5.99,89.85,66629,West
2024-08-31,90128,Widget A,8,5.99,47.92,41827,West
2024-01-17,49624,Widget A,20,5.99,119.8,30672,South
2024-08-20,43356,Widget A,4,5.99,23.96,46876,West
2024-07-11,56596,Widget C,18,9.99,179.82,66834,North
2024-09-24,42510,Widget A,13,5.99,77.87,652,North
2024-01-08,4977,Gadget B,5,12.5,62.5,39369,East
2024-06-01,47595,Widget A,8,5.99,47.92,26777,North
2024-09-18,88130,Gadget B,13,12.5,162.5,95579,East
2024-09-25,3533,Gizmo D,18,19.99,359.82,7185,West
2024-02-03,27418,Widget A,5,5.99,29.95,37289,South
2024-04-22,14023,Gadget B,13,12.5,162.5,26199,East
2024-02-28,58731,Widget A,14,5.99,83.86,55161,South
2024-06-13,78916,Gizmo D,17,19.99,339.83,71888,South
2024-08-12,17147,Gadget B,10,12.5,125.0,94162,North
2024-08-31,92374,Gizmo D,4,19.99,79.96,14123,West
2024-04-03,66809,Widget A,7,5.99,41.93,21057,West
2024-09-21,66384,Widget C,20,9.99,199.8,78904,East
2024-06-30,88999,Gadget B,4,12.5,50.0,55308,South
2024-01-01,77699,Gizmo D,9,19.99,179.91,35939,East
2024-01-18,74567,Widget C,11,9.99,109.89,94424,South
2024-08-30,25510,Widget A,5,5.99,29.95,83503,North
2024-05-04,75510,Widget A,11,5.99,65.89,74771,East
2024-07-14,34064,Widget C,12,9.99,119.88,77829,South
2024-02-01,90616,Gizmo D,7,19.99,139.93,78436,South
2024-06-03,63533,Widget C,1,9.99,9.99,72165,West
2024-08-16,84568,Gizmo D,17,19.99,339.83,9080,West
2024-04-25,26172,Widget C,17,9.99,169.83,37686,South
2024-02-11,75293,Widget A,12,5.99,71.88,40662,North
2024-03-27,72874,Widget A,9,5.99,53.91,96082,West
2024-06-18,52893,Gizmo D,4,19.99,79.96,12849,South
2024-07-02,48103,Widget C,15,9.99,149.85,93534,North
2024-02-18,81802,Widget C,9,9.99,89.91,19943,South
2024-02-02,4646,Gizmo D,10,19.99,199.9,1300,East
2024-02-22,63426,Gadget B,5,12.5,62.5,34614,East
2024-08-06,41775,Gizmo D,9,19.99,179.91,76707,East
2024-08-11,23736,Widget A,5,5.99,29.95,59494,South
2024-02-28,8147,Gizmo D,15,19.99,299.85,81388,West
2024-02-01,43639,Widget C,13,9.99,129.87,90556,East
2024-07-01,48599,Gizmo D,7,19.99,139.93,20697,South
2024-02-14,99412,Widget A,2,5.99,11.98,98381,North
2024-08-03,13798,Widget C,2,9.99,19.98,42729,South
2024-09-01,67912,Widget A,9,5.99,53.91,29771,East
2024-08-25,19388,Widget A,11,5.99,65.89,27921,South
2024-09-07,15894,Widget C,1,9.99,9.99,84564,North
2024-02-04,47979,Widget A,17,5.99,101.83,526,South
2024-09-11,52675,Gizmo D,12,19.99,239.88,73677,East
2024-02-21,59590,Gadget B,13,12.5,162.5,39475,North
2024-07-22,44464,Widget A,3,5.99,17.97,30580,East
2024-01-07,49348,Gadget B,15,12.5,187.5,37139,South
2024-01-19,22718,Gadget B,15,12.5,187.5,63915,North
2024-09-02,86678,Widget A,17,5.99,101.83,26398,North
2024-01-04,50634,Widget A,9,5.99,53.91,89222,North
2024-07-14,620,Widget C,6,9.99,59.94,27828,North
2024-03-11,85639,Widget C,18,9.99,179.82,59068,West
2024-01-11,17876,Gizmo D,3,19.99,59.97,46597,West
2024-05-22,86571,Gadget B,15,12.5,187.5,71102,South
2024-08-02,687,Widget C,19,9.99,189.81,38136,East
2024-01-17,16664,Gizmo D,12,19.99,239.88,89965,East
2024-06-07,54442,Widget C,15,9.99,149.85,21137,East
2024-08-08,90021,Widget A,2,5.99,11.98,41143,South
2024-05-26,2442,Gizmo D,10,19.99,199.9,57140,East
2024-07-07,74794,Gizmo D,7,19.99,139.93,15803,West
2024-04-18,82429,Widget A,5,5.99,29.95,25385,South
2024-04-04,43838,Widget A,11,5.99,65.89,68756,North
2024-09-01,697,Gizmo D,15,19.99,299.85,58484,East
2024-01-21,31447,Widget A,5,5.99,29.95,12567,West
2024-04-09,8776,Gadget B,19,12.5,237.5,66544,West
2024-05-23,42640,Widget A,11,5.99,65.89,23190,South
2024-08-27,76766,Widget C,19,9.99,189.81,71694,East
2024-05-22,95463,Gizmo D,9,19.99,179.91,54410,West
2024-08-30,85530,Widget C,14,9.99,139.86,96441,West
2024-07-27,89364,Widget C,15,9.99,149.85,31990,South
2024-07-18,83474,Widget A,14,5.99,83.86,79646,East
2024-05-12,45738,Widget A,15,5.99,89.85,78828,West
2024-01-28,65841,Gizmo D,3,19.99,59.97,17514,West
2024-05-16,56561,Widget A,6,5.99,35.94,65834,East
2024-01-08,46611,Widget C,16,9.99,159.84,3697,East
2024-06-07,29324,Gizmo D,5,19.99,99.95,22651,East
2024-09-01,43958,Gadget B,11,12.5,137.5,10671,East
2024-02-27,54599,Gadget B,3,12.5,37.5,14059,West
2024-09-11,32528,Gizmo D,5,19.99,99.95,92513,West
2024-03-10,51372,Gadget B,18,12.5,225.0,51867,North
2024-02-21,77512,Gizmo D,16,19.99,319.84,31414,West
2024-02-16,15059,Widget C,1,9.99,9.99,33245,East
2024-06-13,23649,Gadget B,5,12.5,62.5,19822,West
2024-02-02,18952,Widget A,16,5.99,95.84,30838,South
2024-04-02,1512,Gizmo D,13,19.99,259.87,18334,North
2024-07-10,14030,Widget C,10,9.99,99.9,33995,North
2024-05-20,36370,Gadget B,3,12.5,37.5,4029,North
2024-07-24,239,Gadget B,5,12.5,62.5,55169,West
2024-09-11,31765,Gadget B,10,12.5,125.0,77240,North
2024-05-31,86476,Widget A,18,5.99,107.82,69984,South
2024-07-15,44611,Widget C,18,9.99,179.82,48411,South
2024-03-13,29763,Gizmo D,12,19.99,239.88,61159,South
2024-06-08,85308,Widget C,18,9.99,179.82,84471,North
2024-08-17,52527,Gizmo D,8,19.99,159.92,68857,South
2024-09-07,85448,Gadget B,2,12.5,25.0,84905,North
2024-04-07,61916,Gadget B,5,12.5,62.5,86785,North
2024-03-16,72500,Gadget B,18,12.5,225.0,99376,North
2024-08-01,67945,Widget C,14,9.99,139.86,78021,North
2024-08-19,71732,Widget C,16,9.99,159.84,985,East
2024-08-28,85496,Widget C,11,9.99,109.89,39585,East
2024-07-19,83400,Gadget B,7,12.5,87.5,12739,West
2024-07-13,30965,Gadget B,18,12.5,225.0,80589,South
2024-07-29,20338,Gadget B,13,12.5,162.5,36459,East
2024-06-21,5435,Widget A,8,5.99,47.92,38542,East
2024-07-10,59862,Gizmo D,2,19.99,39.98,2303,West
2024-02-17,47744,Gadget B,10,12.5,125.0,63462,North
2024-05-06,71081,Gizmo D,20,19.99,399.8,79213,North
2024-09-05,75780,Widget A,9,5.99,53.91,8204,South
2024-06-19,29333,Gadget B,10,12.5,125.0,37222,North
2024-04-29,34028,Gadget B,12,12.5,150.0,9114,West
2024-07-02,984,Gizmo D,18,19.99,359.82,1019,East
2024-07-24,39610,Gadget B,16,12.5,200.0,50096,South
2024-04-25,809,Widget A,2,5.99,11.98,11177,North
2024-03-29,28918,Gadget B,7,12.5,87.5,63400,North
2024-09-10,78048,Gizmo D,11,19.99,219.89,79523,North
2024-05-23,53456,Gadget B,2,12.5,25.0,77649,South
2024-07-07,75175,Gizmo D,18,19.99,359.82,83467,West
2024-05-29,96926,Widget A,17,5.99,101.83,73849,North
2024-08-02,50129,Widget C,7,9.99,69.93,77493,South
2024-04-16,40421,Widget A,16,5.99,95.84,24144,North
2024-07-11,77736,Widget C,16,9.99,159.84,19905,West
2024-01-19,69501,Widget C,11,9.99,109.89,76257,South
2024-03-19,82151,Gizmo D,5,19.99,99.95,62635,North
2024-07-27,33895,Gizmo D,5,19.99,99.95,54491,South
2024-01-29,76744,Widget C,14,9.99,139.86,64048,East
2024-04-29,46918,Widget C,18,9.99,179.82,96073,East
2024-08-07,74394,Widget A,16,5.99,95.84,96506,East
2024-07-15,21868,Gizmo D,12,19.99,239.88,92332,South
2024-09-11,48106,Widget A,17,5.99,101.83,81996,West
2024-05-09,12061,Widget C,1,9.99,9.99,71107,South
2024-06-10,87496,Widget A,4,5.99,23.96,85724,South
2024-08-13,16898,Widget A,16,5.99,95.84,30558,South
2024-01-27,39958,Gadget B,1,12.5,12.5,2036,East
2024-02-21,76643,Widget A,16,5.99,95.84,90800,North
2024-09-25,63181,Widget A,9,5.99,53.91,22719,East
2024-08-17,12026,Gizmo D,2,19.99,39.98,71199,West
2024-01-23,62900,Widget A,5,5.99,29.95,4513,East
2024-01-30,64084,Gizmo D,10,19.99,199.9,4767,North
2024-07-02,72178,Gizmo D,5,19.99,99.95,89621,West
2024-01-16,60368,Gadget B,17,12.5,212.5,65658,West
2024-07-15,10398,Widget A,1,5.99,5.99,68853,West
2024-05-23,84064,Widget C,7,9.99,69.93,15388,West
2024-05-21,89460,Gadget B,15,12.5,187.5,81664,West
2024-05-03,62236,Gadget B,19,12.5,237.5,80946,South
2024-09-01,1629,Gadget B,18,12.5,225.0,59370,South
2024-05-25,30625,Gizmo D,20,19.99,399.8,3790,South
2024-06-25,84070,Gizmo D,18,19.99,359.82,4617,North
2024-01-07,26,Gizmo D,19,19.99,379.81,3846,West
2024-08-08,30436,Widget A,8,5.99,47.92,88869,East
2024-01-26,32931,Widget A,2,5.99,11.98,68091,West
2024-07-06,40425,Gadget B,2,12.5,25.0,12948,West
2024-02-01,24001,Widget C,2,9.99,19.98,38240,East
2024-05-27,27494,Widget C,3,9.99,29.97,91271,East
2024-08-15,25766,Gizmo D,4,19.99,79.96,14041,West
2024-08-25,84503,Gizmo D,14,19.99,279.86,28521,West
2024-01-25,11798,Gadget B,13,12.5,162.5,52302,North
2024-04-24,13769,Gizmo D,12,19.99,239.88,2050,East
2024-01-01,38212,Gizmo D,20,19.99,399.8,20465,South
2024-07-01,23134,Gadget B,2,12.5,25.0,40474,West
2024-07-07,65255,Gadget B,20,12.5,250.0,89625,North
2024-05-17,58218,Widget A,12,5.99,71.88,20907,South
2024-02-15,48492,Gizmo D,15,19.99,299.85,39293,North
2024-02-01,45563,Gadget B,14,12.5,175.0,46190,West
2024-03-18,52880,Gizmo D,13,19.99,259.87,68238,South
2024-01-01,45088,Gadget B,20,12.5,250.0,25482,East
2024-04-23,92128,Widget C,3,9.99,29.97,52981,East
2024-04-26,30846,Widget C,8,9.99,79.92,50002,South
2024-09-06,6652,Widget A,14,5.99,83.86,37255,West
2024-02-19,55662,Gizmo D,3,19.99,59.97,54113,East
2024-02-07,27501,Gizmo D,11,19.99,219.89,22165,West
2024-01-30,8216,Gizmo D,4,19.99,79.96,97658,West
2024-08-16,65565,Widget C,8,9.99,79.92,88356,North
2024-06-24,84279,Gizmo D,19,19.99,379.81,83797,North
2024-04-16,499,Gizmo D,14,19.99,279.86,19315,South
2024-04-21,75035,Gizmo D,4,19.99,79.96,24944,North
2024-04-21,41338,Widget C,16,9.99,159.84,53259,South
2024-07-11,15315,Widget C,9,9.99,89.91,76531,North
2024-07-11,94395,Gizmo D,3,19.99,59.97,92289,East
2024-03-20,78389,Gadget B,19,12.5,237.5,59481,West
2024-04-26,93195,Widget A,5,5.99,29.95,55648,West
2024-04-07,77638,Gizmo D,3,19.99,59.97,52882,North
2024-04-25,1241,Widget A,12,5.99,71.88,81878,North
2024-07-26,14650,Gadget B,14,12.5,175.0,77097,North
2024-05-08,67337,Widget C,6,9.99,59.94,99500,North
2024-05-04,4445,Gadget B,15,12.5,187.5,99929,North
2024-04-18,95259,Widget A,19,5.99,113.81,54234,East
2024-04-08,39549,Gizmo D,7,19.99,139.93,39347,South
2024-01-13,23365,Widget C,15,9.99,149.85,77913,North
2024-04-19,70874,Widget C,19,9.99,189.81,99585,West
2024-02-11,75220,Widget C,10,9.99,99.9,77627,West
2024-04-15,95613,Gadget B,6,12.5,75.0,68337,West
2024-04-05,86616,Widget C,5,9.99,49.95,16463,South
2024-06-12,76050,Gizmo D,3,19.99,59.97,88046,East
2024-01-02,47298,Widget A,2,5.99,11.98,58077,East
2024-06-19,50009,Gadget B,4,12.5,50.0,46022,North
2024-06-07,99961,Gadget B,16,12.5,200.0,20313,West
2024-06-05,70204,Gizmo D,6,19.99,119.94,24465,South
2024-07-31,36229,Widget A,18,5.99,107.82,43615,North
2024-04-06,59033,Widget A,1,5.99,5.99,97976,East
2024-08-10,19044,Widget C,5,9.99,49.95,77728,East
2024-09-02,13640,Gadget B,19,12.5,237.5,14756,East
2024-03-22,82426,Widget A,15,5.99,89.85,84425,West
2024-04-09,16528,Gadget B,5,12.5,62.5,27248,East
2024-08-02,12328,Widget C,14,9.99,139.86,89254,North
2024-06-01,14230,Gizmo D,17,19.99,339.83,38705,West
2024-04-23,98938,Widget A,12,5.99,71.88,97663,North
2024-01-25,12216,Widget C,3,9.99,29.97,63589,South
2024-07-07,26458,Gadget B,17,12.5,212.5,36641,South
2024-02-27,11720,Widget A,10,5.99,59.9,57582,East
2024-03-24,25547,Widget A,12,5.99,71.88,4020,North
2024-06-28,26337,Gizmo D,14,19.99,279.86,25415,South
2024-01-08,76585,Gadget B,10,12.5,125.0,14497,West
2024-08-01,96688,Gizmo D,16,19.99,319.84,52,East
2024-04-05,8762,Gizmo D,15,19.99,299.85,8409,East
2024-09-11,35632,Gizmo D,10,19.99,199.9,28999,West
2024-08-21,45181,Widget C,8,9.99,79.92,37739,East
2024-05-30,35969,Widget A,3,5.99,17.97,36202,North
2024-04-15,37498,Gadget B,19,12.5,237.5,27381,North
2024-01-28,28054,Gizmo D,8,19.99,159.92,36456,West
2024-06-27,97766,Gizmo D,16,19.99,319.84,13432,West
2024-04-23,83620,Gadget B,19,12.5,237.5,85991,West
2024-05-15,38520,Widget A,5,5.99,29.95,74553,East
2024-01-14,37964,Widget C,5,9.99,49.95,83036,South
2024-03-07,54786,Widget C,2,9.99,19.98,29295,West
2024-03-29,10313,Widget C,5,9.99,49.95,80408,North
2024-04-05,72143,Gadget B,17,12.5,212.5,82057,North
2024-05-31,95794,Widget C,5,9.99,49.95,62858,West
2024-03-16,52019,Widget C,9,9.99,89.91,36249,West
2024-04-09,53365,Widget C,14,9.99,139.86,35658,West
2024-02-07,14623,Widget A,13,5.99,77.87,36837,West
2024-08-04,9315,Widget C,20,9.99,199.8,8974,North
2024-03-02,37055,Widget A,12,5.99,71.88,9232,East
2024-04-15,52231,Gizmo D,19,19.99,379.81,5520,West
2024-06-02,20501,Widget A,20,5.99,119.8,4329,East
2024-08-18,7203,Widget C,3,9.99,29.97,86776,East
2024-04-27,66953,Widget A,5,5.99,29.95,15415,East
2024-07-29,66620,Gadget B,9,12.5,112.5,57789,East
2024-08-18,98588,Widget C,18,9.99,179.82,18704,West
2024-02-12,84485,Gizmo D,19,19.99,379.81,49644,North
2024-05-06,33176,Gadget B,1,12.5,12.5,62530,West
2024-09-18,55072,Gadget B,14,12.5,175.0,5583,North
2024-06-24,47922,Widget A,4,5.99,23.96,31521,East
2024-04-22,56250,Widget A,20,5.99,119.8,34231,South
2024-02-25,8611,Gizmo D,11,19.99,219.89,44724,East
2024-09-16,6359,Gadget B,16,12.5,200.0,36980,South
2024-05-19,34362,Gizmo D,19,19.99,379.81,79625,South
2024-04-28,86396,Widget A,9,5.99,53.91,54825,South
2024-08-09,76137,Widget C,16,9.99,159.84,6032,East
2024-07-10,68034,Widget C,4,9.99,39.96,22300,South
2024-09-13,4528,Gizmo D,2,19.99,39.98,22977,East
2024-01-21,6829,Gizmo D,19,19.99,379.81,53853,East
2024-06-25,99775,Gadget B,5,12.5,62.5,81289,East
2024-01-04,18598,Widget A,4,5.99,23.96,32888,North
2024-03-15,42242,Widget A,5,5.99,29.95,79685,East
2024-09-29,21960,Widget C,3,9.99,29.97,86166,South
