Date,Transaction ID,Product Name,Quantity Sold,Unit Price,Total Sale,Customer ID,Region
2024-07-06,10768,Gadget B,20,12.5,250.0,23050,East
2024-09-08,24158,Gizmo D,3,19.99,59.97,34222,West
2024-06-18,58162,Widget C,15,9.99,149.85,51419,South
2024-01-07,84143,Gizmo D,2,19.99,39.98,12779,South
2024-07-05,83049,Widget A,7,5.99,41.93,57339,South
2024-01-21,49886,Widget A,13,5.99,77.87,26963,South
2024-04-21,7472,Gadget B,20,12.5,250.0,26856,North
2024-05-18,97522,Widget A,10,5.99,59.9,25355,East
2024-08-30,55360,Gadget B,2,12.5,25.0,56254,West
2024-02-25,87604,Widget C,18,9.99,179.82,50509,East
2024-02-14,16581,Widget C,14,9.99,139.86,8421,South
2024-01-12,87590,Widget C,16,9.99,159.84,58391,West
2024-07-10,57624,Widget A,2,5.99,11.98,48267,West
2024-04-19,20689,Widget A,16,5.99,95.84,60873,East
2024-02-23,9494,Widget A,11,5.99,65.89,6378,East
2024-09-17,18399,Gadget B,2,12.5,25.0,19167,East
2024-08-23,98019,Gadget B,17,12.5,212.5,79855,South
2024-08-01,63206,Widget C,19,9.99,189.81,59010,North
2024-02-25,84299,Widget C,11,9.99,109.89,46281,South
2024-08-30,71131,Widget C,3,9.99,29.97,32578,West
2024-07-03,46670,Widget C,3,9.99,29.97,5564,West
2024-01-24,21514,Widget C,8,9.99,79.92,57399,West
2024-06-02,73463,Widget C,7,9.99,69.93,92452,East
2024-01-27,16316,Widget C,6,9.99,59.94,64932,West
2024-03-11,54056,Widget A,17,5.99,101.83,48777,West
2024-02-07,22878,Widget C,3,9.99,29.97,92605,West
2024-03-20,115,Widget A,12,5.99,71.88,65876,North
2024-08-27,74548,Gizmo D,15,19.99,299.85,37418,West
2024-06-03,3924,Widget A,3,5.99,17.97,46164,North
2024-02-12,40832,Gadget B,3,12.5,37.5,45481,West
2024-08-29,87639,Widget C,11,9.99,109.89,38765,West
2024-07-01,40639,Widget C,4,9.99,39.96,27230,West
2024-08-30,27166,Widget A,18,5.99,107.82,91618,South
2024-02-14,81580,Widget A,17,5.99,101.83,62927,South
2024-05-23,47854,Widget A,4,5.99,23.96,51793,South
2024-01-04,57757,Widget A,10,5.99,59.9,7770,East
2024-08-24,60110,Widget A,4,5.99,23.96,74329,South
2024-01-18,54248,Widget A,10,5.99,59.9,61266,East
2024-09-16,783,Widget A,9,5.99,53.91,50573,East
2024-03-26,80091,Widget C,11,9.99,109.89,88479,East
2024-06-25,67560,Widget C,17,9.99,169.83,88387,West
2024-01-25,49424,Widget C,17,9.99,169.83,19794,East
2024-04-24,88598,Gizmo D,18,19.99,359.82,28611,North
2024-03-29,6478,Widget A,10,5.99,59.9,35606,West
2024-05-21,37494,Gadget B,16,12.5,200.0,9559,East
2024-07-17,44914,Widget A,7,5.99,41.93,10319,West
2024-09-18,70124,Gizmo D,3,19.99,59.97,18171,North
2024-06-03,23312,Widget A,16,5.99,95.84,77219,South
2024-01-16,47616,Widget A,4,5.99,23.96,51532,West
2024-04-06,22118,Widget A,19,5.99,113.81,48059,East
2024-09-18,82284,Gadget B,16,12.5,200.0,55873,South
2024-04-17,8512,Gizmo D,13,19.99,259.87,40541,South
2024-05-26,57392,Widget C,5,9.99,49.95,66876,North
2024-03-02,1674,Gadget B,3,12.5,37.5,91004,South
2024-06-22,79857,Widget C,8,9.99,79.92,44714,West
2024-06-03,46638,Gadget B,10,12.5,125.0,58450,East
2024-04-21,90290,Gadget B,10,12.5,125.0,68372,South
2024-04-24,17478,Widget C,7,9.99,69.93,91912,West
2024-03-17,80771,Gizmo D,10,19.99,199.9,96057,East
2024-08-14,35918,Widget C,2,9.99,19.98,17391,East
2024-09-08,68103,Widget C,4,9.99,39.96,84418,South
2024-05-28,55620,Gadget B,11,12.5,137.5,13750,North
2024-02-08,13155,Gizmo D,10,19.99,199.9,94408,West
2024-06-04,52040,Widget A,4,5.99,23.96,69806,South
2024-01-05,87130,Widget A,12,5.99,71.88,25627,North
2024-08-07,49173,Widget A,6,5.99,35.94,20532,North
2024-06-29,45806,Gizmo D,16,19.99,319.84,53618,West
2024-07-30,43935,Widget C,8,9.99,79.92,90073,South
2024-08-20,22795,Widget C,11,9.99,109.89,82341,South
2024-08-08,34280,Widget C,20,9.99,199.8,70378,West
2024-03-01,51164,Gizmo D,3,19.99,59.97,78484,South
2024-06-13,94255,Gadget B,14,12.5,175.0,25728,West
2024-09-16,92956,Gizmo D,9,19.99,179.91,33813,North
2024-02-10,21744,Gizmo D,2,19.99,39.98,56124,West
2024-05-10,68597,Widget C,9,9.99,89.91,40665,East
2024-07-21,67064,Widget A,19,5.99,113.81,14362,South
2024-06-11,56739,Widget C,13,9.99,129.87,88259,East
2024-09-09,99841,Widget A,12,5.99,71.88,98946,East
2024-07-09,67417,Widget A,13,5.99,77.87,56422,West
2024-07-01,5848,Widget A,5,5.99,29.95,55895,West
2024-07-28,94955,Widget C,1,9.99,9.99,59354,South
2024-09-18,12378,Gizmo D,12,19.99,239.88,79726,North
2024-06-18,44589,Gadget B,15,12.5,187.5,63593,East
2024-05-27,97937,Gizmo D,11,19.99,219.89,68346,South
2024-04-12,43735,Gizmo D,19,19.99,379.81,89092,North
2024-03-07,90190,Gadget B,3,12.5,37.5,15469,South
2024-03-31,16446,Gizmo D,19,19.99,379.81,76928,North
2024-09-26,36345,Widget A,7,5.99,41.93,30884,North
2024-05-15,26509,Widget A,12,5.99,71.88,89297,South
2024-01-29,10690,Widget A,4,5.99,23.96,64968,West
2024-07-18,86716,Widget C,17,9.99,169.83,87935,East
2024-08-02,4928,Gizmo D,6,19.99,119.94,91608,West
2024-01-20,22820,Widget C,8,9.99,79.92,2075,South
2024-04-04,48021,Widget C,1,9.99,9.99,88958,South
2024-05-30,47332,Widget C,5,9.99,49.95,68208,South
2024-05-08,86889,Gizmo D,17,19.99,339.83,40463,West
2024-08-17,73458,Gizmo D,3,19.99,59.97,51504,North
2024-09-28,76048,Gadget B,15,12.5,187.5,46567,West
2024-03-02,20307,Widget C,20,9.99,199.8,47300,South
2024-02-08,12559,Widget C,2,9.99,19.98,72240,South
2024-04-16,90653,Gadget B,3,12.5,37.5,90608,North
2024-02-25,88058,Widget A,1,5.99,5.99,96566,South
2024-06-20,59833,Widget A,3,5.99,17.97,43890,North
2024-03-26,79797,Widget A,14,5.99,83.86,48833,East
2024-03-16,82875,Widget C,9,9.99,89.91,57637,West
2024-01-03,56056,Gadget B,3,12.5,37.5,83824,South
2024-02-05,26276,Widget C,7,9.99,69.93,41761,West
2024-04-27,46980,Widget A,9,5.99,53.91,30353,West
2024-07-10,23398,Widget A,8,5.99,47.92,57154,North
2024-02-25,66287,Gadget B,7,12.5,87.5,94066,West
2024-06-20,42046,Widget C,2,9.99,19.98,87666,West
2024-03-27,5110,Gizmo D,12,19.99,239.88,58879,West
2024-07-14,2425,Widget C,3,9.99,29.97,61818,North
2024-01-25,40521,Gizmo D,17,19.99,339.83,90761,South
2024-05-08,41392,Gizmo D,15,19.99,299.85,19785,North
2024-09-06,48066,Widget C,14,9.99,139.86,4930,West
2024-08-20,92402,Widget A,3,5.99,17.97,96295,North
2024-03-10,53458,Widget A,12,5.99,71.88,71889,North
2024-09-04,40606,Widget C,3,9.99,29.97,28352,East
2024-03-08,77862,Gizmo D,6,19.99,119.94,8297,South
2024-06-23,10185,Widget A,13,5.99,77.87,40363,South
2024-08-19,61195,Gizmo D,9,19.99,179.91,55480,South
2024-07-14,9607,Widget C,15,9.99,149.85,60802,South
2024-01-13,35283,Widget C,5,9.99,49.95,63972,West
2024-08-31,61813,Widget C,20,9.99,199.8,67566,North
2024-08-17,92559,Gadget B,11,12.5,137.5,81507,North
2024-02-10,94733,Gadget B,16,12.5,200.0,36493,West
2024-01-27,18500,Widget C,2,9.99,19.98,14063,North
2024-07-01,70322,Widget A,14,5.99,83.86,20426,West
2024-07-31,17045,Widget C,18,9.99,179.82,21221,South
2024-08-28,92394,Gadget B,3,12.5,37.5,92022,North
2024-02-28,26545,Widget C,19,9.99,189.81,92681,North
2024-08-06,85302,Gizmo D,11,19.99,219.89,52461,East
2024-01-07,22522,Widget C,15,9.99,149.85,23435,South
2024-09-20,68434,Widget C,16,9.99,159.84,21469,East
2024-03-09,37410,Widget C,15,9.99,149.85,62285,North
2024-01-26,37170,Widget A,4,5.99,23.96,51451,North
2024-08-26,28786,Gizmo D,4,19.99,79.96,31817,East
2024-08-30,78952,Gizmo D,8,19.99,159.92,75207,East
2024-01-28,25771,Widget A,12,5.99,71.88,79027,North
2024-04-04,62740,Gizmo D,3,19.99,59.97,71823,South
2024-04-15,54086,Widget C,15,9.99,149.85,95708,West
2024-05-07,12757,Widget C,10,9.99,99.9,12792,North
2024-07-04,59395,Gadget B,17,12.5,212.5,54970,East
2024-03-05,1742,Gizmo D,12,19.99,239.88,49925,South
2024-05-12,66614,Gadget B,7,12.5,87.5,15054,South
2024-05-27,5892,Gizmo D,4,19.99,79.96,3881,South
2024-07-06,70511,Gadget B,17,12.5,212.5,40486,East
2024-07-04,48766,Widget C,4,9.99,39.96,27551,North
2024-08-08,12982,Gadget B,7,12.5,87.5,7172,East
2024-08-13,83643,Widget A,6,5.99,35.94,32506,North
2024-06-05,1828,Gizmo D,13,19.99,259.87,15040,East
2024-05-22,97861,Widget C,5,9.99,49.95,90997,South
2024-05-14,67555,Gizmo D,10,19.99,199.9,86969,North
2024-08-15,70476,Widget C,3,9.99,29.97,90798,South
2024-05-12,40637,Widget C,15,9.99,149.85,15474,North
2024-04-23,83542,Widget A,14,5.99,83.86,38009,North
2024-06-27,30847,Gizmo D,18,19.99,359.82,8673,East
2024-01-04,92954,Widget C,4,9.99,39.96,58356,West
2024-04-15,29929,Widget C,17,9.99,169.83,87041,North
2024-08-01,91728,Widget C,10,9.99,99.9,71940,North
2024-04-18,95793,Gadget B,19,12.5,237.5,18346,South
2024-06-17,72452,Gadget B,2,12.5,25.0,13257,West
2024-05-23,70220,Widget C,4,9.99,39.96,73938,East
2024-07-07,70435,Gizmo D,6,19.99,119.94,59028,West
2024-01-27,71477,Gizmo D,2,19.99,39.98,3868,West
2024-03-26,86009,Widget C,1,9.99,9.99,26614,South
2024-05-28,7619,Gadget B,14,12.5,175.0,7017,West
2024-03-18,98286,Widget A,4,5.99,23.96,64593,North
2024-08-23,15548,Widget C,18,9.99,179.82,11569,North
2024-04-20,76476,Gadget B,8,12.5,100.0,94100,West
2024-03-10,32800,Gizmo D,1,19.99,19.99,18332,East
2024-02-24,28196,Gizmo D,5,19.99,99.95,89170,North
2024-02-29,20101,Widget A,9,5.99,53.91,92445,West
2024-08-19,21787,Widget C,16,9.99,159.84,34107,North
2024-03-28,38213,Widget A,11,5.99,65.89,27733,North
2024-01-19,88400,Widget C,8,9.99,79.92,50723,North
2024-02-13,76786,Widget A,2,5.99,11.98,44978,North
2024-06-30,2488,Gizmo D,7,19.99,139.93,15444,North
2024-05-29,2454,Gizmo D,13,19.99,259.87,72552,East
2024-03-16,27444,Gadget B,17,12.5,212.5,5147,East
2024-07-06,94693,Gadget B,13,12.5,162.5,70722,East
2024-08-11,99712,Gadget B,6,12.5,75.0,54909,West
2024-05-12,9113,Gadget B,6,12.5,75.0,31869,East
2024-07-02,4156,Gizmo D,14,19.99,279.86,96300,East
2024-04-02,31184,Widget A,6,5.99,35.94,12224,South
2024-06-20,48836,Gizmo D,14,19.99,279.86,72187,East
2024-08-24,76810,Gadget B,18,12.5,225.0,26973,South
2024-03-20,66097,Widget A,7,5.99,41.93,33138,South
2024-07-03,19586,Gizmo D,20,19.99,399.8,1698,East
2024-04-24,48780,Gadget B,16,12.5,200.0,47132,North
2024-02-23,49494,Gadget B,16,12.5,200.0,54350,West
2024-02-13,45452,Gadget B,15,12.5,187.5,430,South
2024-03-23,32932,Widget C,18,9.99,179.82,26465,South
2024-09-09,10867,Widget C,5,9.99,49.95,10525,West
2024-07-13,62310,Widget C,11,9.99,109.89,55750,North
2024-04-10,1242,Gadget B,12,12.5,150.0,65260,East
2024-09-29,85687,Widget A,19,5.99,113.81,41226,North
2024-04-11,73692,Gadget B,18,12.5,225.0,47668,West
2024-02-26,2964,Widget A,7,5.99,41.93,10775,South
2024-07-25,79253,Gadget B,11,12.5,137.5,79748,West
2024-09-15,5662,Widget A,18,5.99,107.82,81049,North
2024-08-15,57590,Gizmo D,2,19.99,39.98,52459,West
2024-07-02,94761,Widget A,17,5.99,101.83,18440,West
2024-04-12,5191,Widget C,19,9.99,189.81,81706,South
2024-02-27,94462,Gizmo D,4,19.99,79.96,70909,East
2024-02-04,7378,Widget C,5,9.99,49.95,3290,West
2024-03-05,37890,Gadget B,12,12.5,150.0,49073,East
2024-06-16,92363,Widget A,15,5.99,89.85,29641,North
2024-07-26,90585,Gizmo D,16,19.99,319.84,9256,West
2024-07-03,39540,Widget C,5,9.99,49.95,93522,East
2024-07-25,86988,Gizmo D,1,19.99,19.99,22527,East
2024-04-14,64847,Widget A,20,5.99,119.8,53972,South
2024-02-07,86361,Gizmo D,12,19.99,239.88,46725,North
2024-08-30,33463,Widget C,15,9.99,149.85,16745,South
2024-05-03,47936,Widget C,1,9.99,9.99,80476,South
2024-01-08,37156,Widget C,6,9.99,59.94,14574,North
2024-05-14,15856,Widget A,13,5.99,77.87,45409,North
2024-03-21,29090,Widget C,16,9.99,159.84,87964,North
2024-05-18,6380,Gizmo D,17,19.99,339.83,43450,West
2024-04-25,7327,Widget C,1,9.99,9.99,22850,East
2024-01-07,53890,Widget A,16,5.99,95.84,99806,North
2024-08-23,23964,Gizmo D,15,19.99,299.85,88553,South
2024-01-08,85074,Widget A,14,5.99,83.86,83027,West
2024-03-15,85994,Widget A,7,5.99,41.93,64307,East
2024-01-22,80245,Gadget B,7,12.5,87.5,35384,East
2024-07-14,49233,Gizmo D,13,19.99,259.87,10086,East
2024-09-20,58823,Gadget B,15,12.5,187.5,63856,West
2024-06-04,48925,Widget C,20,9.99,199.8,13740,West
2024-07-18,11650,Gadget B,9,12.5,112.5,90852,South
2024-07-14,42165,Gizmo D,2,19.99,39.98,47684,North
2024-05-04,2011,Gadget B,12,12.5,150.0,87173,East
2024-04-20,64300,Widget A,13,5.99,77.87,61168,West
2024-09-08,26062,Widget C,13,9.99,129.87,71686,West
2024-06-29,38782,Widget A,15,5.99,89.85,76550,West
2024-03-13,55708,Gadget B,5,12.5,62.5,58456,North
2024-09-04,58167,Widget C,8,9.99,79.92,93452,South
2024-05-11,32471,Widget C,12,9.99,119.88,77297,West
2024-03-21,32553,Gizmo D,6,19.99,119.94,30839,South
2024-05-17,73970,Widget A,17,5.99,101.83,64037,West
2024-01-26,69863,Gizmo D,16,19.99,319.84,61450,South
2024-06-15,65822,Widget C,1,9.99,9.99,20228,South
2024-09-05,21062,Widget C,17,9.99,169.83,994,West
2024-02-29,80663,Gadget B,17,12.5,212.5,91552,South
2024-02-03,36590,Widget A,13,5.99,77.87,23639,North
2024-01-21,52950,Widget A,14,5.99,83.86,22571,South
2024-04-06,23486,Widget C,20,9.99,199.8,85664,North
2024-05-21,63826,Gizmo D,18,19.99,359.82,9101,West
2024-03-15,82192,Widget A,14,5.99,83.86,8334,East
2024-06-08,10790,Widget A,11,5.99,65.89,92789,West
2024-04-25,2607,Gizmo D,18,19.99,359.82,39949,West
2024-04-15,15022,Gadget B,11,12.5,137.5,44242,North
2024-02-20,22499,Gizmo D,14,19.99,279.86,742,East
2024-08-30,6299,Gadget B,7,12.5,87.5,8866,East
2024-01-30,49949,Widget C,13,9.99,129.87,74629,East
2024-09-21,16283,Gizmo D,1,19.99,19.99,74514,East
2024-02-28,80387,Gizmo D,14,19.99,279.86,87382,South
2024-06-08,94698,Widget C,12,9.99,119.88,70752,West
2024-06-05,4871,Widget C,14,9.99,139.86,90986,North
2024-07-18,41920,Gizmo D,2,19.99,39.98,46600,South
2024-03-04,23030,Gizmo D,20,19.99,399.8,90742,South
2024-04-05,36084,Gizmo D,17,19.99,339.83,20404,South
2024-01-15,61981,Widget A,20,5.99,119.8,52637,South
2024-03-07,68419,Widget C,8,9.99,79.92,40580,South
2024-07-17,79885,Gizmo D,2,19.99,39.98,88930,West
2024-09-13,17576,Widget C,3,9.99,29.97,66528,North
2024-04-24,47528,Widget A,14,5.99,83.86,12850,East
2024-01-18,75052,Widget A,9,5.99,53.91,73893,West
2024-08-30,71357,Widget A,7,5.99,41.93,55636,South
2024-01-01,48310,Widget A,2,5.99,11.98,77751,East
2024-01-16,91270,Widget A,6,5.99,35.94,25349,West
2024-05-07,44639,Gadget B,11,12.5,137.5,28822,South
2024-03-15,81234,Gizmo D,8,19.99,159.92,35078,South
2024-09-09,39289,Widget C,14,9.99,139.86,22724,South
